,EDITION,Year,Market,Newspaper,MarketAndNewspaper,TotalCirculation,Owner
2340,Thursday,2016,thornhill,the liberal,thornhill the liberal,32726,metroland media group ltd.
2343,Saturday,2017,thornhill,the liberal,thornhill the liberal,50991,metroland media group ltd.
2342,Thursday,2017,thornhill,the liberal,thornhill the liberal,32726,metroland media group ltd.
1256,Wednesday,2013,thorold,niagara news,thorold niagara news,7275,sun media corporation
1257,Thursday,2014,thorold,niagara news,thorold niagara news,7300,sun media corporation
1258,Thursday,2015,thorold,niagara news,thorold niagara news,7129,sun media corporation
2504,Thursday,2016,thorold,thorold niagara news,thorold niagara news,7131,sun media corporation
2505,Thursday,2017,thorold,thorold niagara news,thorold niagara news,7215,postmedia network inc.
2506,Friday,2013,thunder%20bay,thunder bay source,thunder bay source,43740,thunder bay post inc.
2507,Thursday,2014,thunder%20bay,thunder bay source,thunder bay source,43740,dougall media
2508,Thursday,2015,thunder%20bay,thunder bay source,thunder bay source,43739,dougall media
2509,Thursday,2016,thunder%20bay,thunder bay source,thunder bay source,43740,dougall media
2510,Thursday,2017,thunder%20bay,thunder bay source,thunder bay source,43717,dougall media
2511,Thursday,2018,thunder%20bay,thunder bay source,thunder bay source,43438,dougall media
2512,Thursday,2019,thunder%20bay,thunder bay source,thunder bay source,39903,dougall media
2513,Tuesday,2013,tilbury,tilbury times,tilbury times,1123,postmedia network inc.
2514,Tuesday,2014,tilbury,tilbury times,tilbury times,1178,postmedia network inc.
2515,Tuesday,2015,tilbury,tilbury times,tilbury times,1113,postmedia network inc.
2516,Tuesday,2016,tilbury,tilbury times,tilbury times,913,postmedia network inc.
2517,Tuesday,2017,tilbury,tilbury times,tilbury times,910,postmedia network inc.
2518,Tuesday,2018,tilbury,tilbury times,tilbury times,1078,postmedia network inc.
2519,Tuesday,2019,tilbury,tilbury times,tilbury times,833,postmedia network inc.
2521,Thursday,2014,tilbury,tilbury wheatley this week,tilbury wheatley this week,8400,sun media corporation
2524,Friday,2013,tillsonburg,independent news,tillsonburg independent news,2145,sun media corporation
2523,Monday,2013,tillsonburg,independent news,tillsonburg independent news,2044,sun media corporation
2522,Wednesday,2013,tillsonburg,independent news,tillsonburg independent news,9876,sun media corporation
777,Wednesday,2014,tillsonburg,independent news,tillsonburg independent news,9744,sun media corporation
778,Wednesday,2015,tillsonburg,independent news,tillsonburg independent news,9594,sun media corporation
779,Wednesday,2016,tillsonburg,independent news,tillsonburg independent news,9594,sun media corporation
780,Wednesday,2017,tillsonburg,independent news,tillsonburg independent news,9594,postmedia network inc.
2525,Friday,2018,tillsonburg,independent news,tillsonburg independent news,1173,postmedia network inc.
781,Wednesday,2018,tillsonburg,independent news,tillsonburg independent news,9594,postmedia network inc.
2526,Wednesday,2018,tillsonburg,independent news,tillsonburg independent news,10355,postmedia network inc.
2527,Friday,2019,tillsonburg,independent news,tillsonburg independent news,1173,postmedia network inc.
782,Wednesday,2019,tillsonburg,independent news,tillsonburg independent news,9594,postmedia network inc.
2528,Wednesday,2019,tillsonburg,independent news,tillsonburg independent news,10355,postmedia network inc.
1187,Friday,2014,tillsonburg,news,tillsonburg news,2000,sun media corporation
1186,Monday,2014,tillsonburg,news,tillsonburg news,2234,sun media corporation
1191,Friday,2015,tillsonburg,news,tillsonburg news,1559,sun media corporation
1192,Monday,2015,tillsonburg,news,tillsonburg news,2234,sun media corporation
1196,Friday,2016,tillsonburg,news,tillsonburg news,1559,sun media corporation
1197,Monday,2016,tillsonburg,news,tillsonburg news,2234,sun media corporation
1198,Wednesday,2016,tillsonburg,news,tillsonburg news,9594,sun media corporation
1201,Friday,2017,tillsonburg,news,tillsonburg news,1173,postmedia network inc.
1202,Monday,2017,tillsonburg,news,tillsonburg news,2234,postmedia network inc.
1203,Wednesday,2017,tillsonburg,news,tillsonburg news,10355,postmedia network inc.
1408,Wednesday,2013,timmins,nouvelles les,timmins nouvelles les,7240,sun media corporation
1409,Wednesday,2014,timmins,nouvelles les,timmins nouvelles les,7240,sun media corporation
1410,Wednesday,2015,timmins,nouvelles les,timmins nouvelles les,7240,sun media corporation
1411,Wednesday,2016,timmins,nouvelles les,timmins nouvelles les,7240,sun media corporation
1412,Wednesday,2017,timmins,nouvelles les,timmins nouvelles les,7240,postmedia network inc.
2545,Wednesday,2013,timmins,timmins times,timmins times,16527,sun media corporation
2546,Thursday,2014,timmins,timmins times,timmins times,16325,sun media corporation
2547,Thursday,2015,timmins,timmins times,timmins times,16325,sun media corporation
2548,Thursday,2016,timmins,timmins times,timmins times,17900,sun media corporation
2549,Thursday,2017,timmins,timmins times,timmins times,17711,postmedia network inc.
2550,Thursday,2018,timmins,timmins times,timmins times,17711,postmedia network inc.
2551,Thursday,2019,timmins,timmins times,timmins times,17711,postmedia network inc.
229,Tuesday,2013,tobermory,bruce peninsula press,tobermory bruce peninsula press,3080,tobermory press inc.
230,Tuesday,2014,tobermory,bruce peninsula press,tobermory bruce peninsula press,3080,tobermory press inc.
231,Tuesday,2015,tobermory,bruce peninsula press,tobermory bruce peninsula press,3021,tobermory press inc.
232,Tuesday,2016,tobermory,bruce peninsula press,tobermory bruce peninsula press,2861,tobermory press inc.
233,Tuesday,2017,tobermory,bruce peninsula press,tobermory bruce peninsula press,3096,tobermory press inc.
234,Tuesday,2018,tobermory,bruce peninsula press,tobermory bruce peninsula press,3096,tobermory press inc.
235,Tuesday,2019,tobermory,bruce peninsula press,tobermory bruce peninsula press,3096,tobermory press inc.
47,Thursday,2013,toronto,annex gleaner,toronto annex gleaner,33500,burchell publishing co. ltd.
48,Thursday,2014,toronto,annex gleaner,toronto annex gleaner,25000,burchell publishing co. ltd.
49,Thursday,2015,toronto,annex gleaner,toronto annex gleaner,25000,burchell publishing co. ltd.
50,Thursday,2016,toronto,annex gleaner,toronto annex gleaner,25000,burchell publishing co. ltd.
51,Thursday,2017,toronto,annex gleaner,toronto annex gleaner,25000,burchell publishing co. ltd.
52,Thursday,2018,toronto,annex gleaner,toronto annex gleaner,25000,burchell publishing co. ltd.
53,Thursday,2019,toronto,annex gleaner,toronto annex gleaner,25000,burchell publishing co. ltd.
108,Monthly,2013,toronto,bayview post,toronto bayview post,24453,post city magazines
109,Monthly,2014,toronto,bayview post,toronto bayview post,24474,post city magazines
110,Monthly,2015,toronto,bayview post,toronto bayview post,24499,post city magazines
111,Monthly,2016,toronto,bayview post,toronto bayview post,24499,post city magazines
112,Monthly,2017,toronto,bayview post,toronto bayview post,24499,post city magazines
113,Monthly,2018,toronto,bayview post,toronto bayview post,24499,post city magazines
114,Monthly,2019,toronto,bayview post,toronto bayview post,23591,post city magazines
116,Tuesday,2013,toronto,beach metro community news,toronto beach metro community news,30000,ward 9 community news inc.
117,Tuesday,2014,toronto,beach metro community news,toronto beach metro community news,28500,ward 9 community news inc.
118,Tuesday,2015,toronto,beach metro community news,toronto beach metro community news,29500,ward 9 community news inc.
119,Tuesday,2016,toronto,beach metro community news,toronto beach metro community news,29500,ward 9 community news inc.
120,Tuesday,2017,toronto,beach metro community news,toronto beach metro community news,29500,ward 9 community news inc.
121,Tuesday,2018,toronto,beach metro community news,toronto beach metro community news,29500,ward 9 community news inc.
122,Tuesday,2019,toronto,beach metro community news,toronto beach metro community news,29500,ward 9 community news inc.
123,Thursday,2013,toronto,beachriverdale mirror,toronto beachriverdale mirror,21529,metroland media group ltd.
124,Thursday,2014,toronto,beachriverdale mirror,toronto beachriverdale mirror,21585,metroland media group ltd.
125,Thursday,2015,toronto,beachriverdale mirror,toronto beachriverdale mirror,23236,metroland media group ltd.
126,Thursday,2016,toronto,beachriverdale mirror,toronto beachriverdale mirror,22249,metroland media group ltd.
127,Thursday,2017,toronto,beachriverdale mirror,toronto beachriverdale mirror,22249,metroland media group ltd.
157,Thursday,2013,toronto,bloor west villager,toronto bloor west villager,33254,metroland media group ltd.
158,Thursday,2014,toronto,bloor west villager,toronto bloor west villager,34162,metroland media group ltd.
159,Thursday,2015,toronto,bloor west villager,toronto bloor west villager,35523,metroland media group ltd.
160,Thursday,2016,toronto,bloor west villager,toronto bloor west villager,34154,metroland media group ltd.
161,Thursday,2017,toronto,bloor westparkdale villager,toronto bloor westparkdale villager,40630,metroland media group ltd.
162,Thursday,2018,toronto,bloor westparkdale villager,toronto bloor westparkdale villager,40630,metroland media group ltd.
163,Thursday,2019,toronto,bloor westparkdale villager,toronto bloor westparkdale villager,39861,metroland media group ltd.
303,Thursday,2013,toronto,canadian jewish news,toronto canadian jewish news,41083,canadian jewish news
304,Thursday,2014,toronto,canadian jewish news,toronto canadian jewish news,33939,canadian jewish news
305,Thursday,2015,toronto,canadian jewish news,toronto canadian jewish news,32237,canadian jewish news
306,Thursday,2016,toronto,canadian jewish news,toronto canadian jewish news,31304,canadian jewish news
307,Thursday,2017,toronto,canadian jewish news,toronto canadian jewish news,31201,canadian jewish news
308,Thursday,2018,toronto,canadian jewish news,toronto canadian jewish news,31649,canadian jewish news
309,Thursday,2019,toronto,canadian jewish news,toronto canadian jewish news,31875,canadian jewish news
354,Thursday,2013,toronto,city centre mirror annex guardian,toronto city centre mirror annex guardian,47083,metroland media group ltd.
355,Thursday,2014,toronto,city centre mirror annex guardian,toronto city centre mirror annex guardian,46428,metroland media group ltd.
356,Thursday,2015,toronto,city centre mirror annex guardian,toronto city centre mirror annex guardian,50099,metroland media group ltd.
357,Thursday,2016,toronto,city centre mirror annex guardian,toronto city centre mirror annex guardian,48144,metroland media group ltd.
358,Thursday,2017,toronto,city centre mirror annex guardian,toronto city centre mirror annex guardian,48144,metroland media group ltd.
360,Thursday,2018,toronto,city centre mirror annex guardian,toronto city centre mirror annex guardian,43000,metroland media group ltd.
359,Thursday,2018,toronto,city centre york mirror,toronto city centre york mirror,43000,metroland media group ltd.
500,Thursday,2015,toronto,epoch times,toronto epoch times,20000,epoch times media inc.
501,Thursday,2016,toronto,epoch times,toronto epoch times,20000,epoch times media inc.
502,Thursday,2017,toronto,epoch times,toronto epoch times,20000,epoch times media inc.
503,Thursday,2018,toronto,epoch times,toronto epoch times,50500,epoch times media inc.
2275,Thursday,2019,toronto,epoch times,toronto epoch times,18000,epoch times media inc.
522,Tuesday,2013,toronto,etc...news,toronto etc...news,5000,etc...news
554,Tuesday,2013,toronto,express l,toronto express l,22000,l'express
987,Tuesday,2014,toronto,express l,toronto express l,22000,l'express
988,Tuesday,2015,toronto,express l,toronto express l,22000,l'express
989,Tuesday,2016,toronto,express l,toronto express l,22000,l'express
990,Tuesday,2017,toronto,express l,toronto express l,22000,l'express
991,Tuesday,2018,toronto,express l,toronto express l,22000,l'express
992,Tuesday,2019,toronto,express l,toronto express l,22000,l'express
566,Monthly,2015,toronto,forest hill town crier,toronto forest hill town crier,19000,streeter publications ltd.
567,Monthly,2016,toronto,forest hill town crier,toronto forest hill town crier,19000,streeter publications ltd.
568,Monthly,2017,toronto,forest hill town crier,toronto forest hill town crier,19000,streeter publications ltd.
569,Monthly,2018,toronto,forest hill town crier,toronto forest hill town crier,19000,streeter publications ltd.
983,Monthly,2015,toronto,leasiderosedale town crier,toronto leasiderosedale town crier,20000,streeter publications ltd.
984,Monthly,2016,toronto,leasiderosedale town crier,toronto leasiderosedale town crier,20000,streeter publications ltd.
985,Monthly,2017,toronto,leasiderosedale town crier,toronto leasiderosedale town crier,20000,streeter publications ltd.
986,Monthly,2018,toronto,leasiderosedale town crier,toronto leasiderosedale town crier,20000,streeter publications ltd.
1141,Tuesday,2013,toronto,metro courrier le,toronto metro courrier le,2000,metro courrier
1142,Tuesday,2014,toronto,metro courrier le,toronto metro courrier le,2000,metro courrier
1143,Tuesday,2015,toronto,metro courrier le,toronto metro courrier le,2000,metro courrier
1144,Tuesday,2016,toronto,metro courrier le,toronto metro courrier le,2000,metro courrier
1145,Tuesday,2017,toronto,metro courrier le,toronto metro courrier le,2000,metro courrier
1146,Tuesday,2018,toronto,metro courrier le,toronto metro courrier le,2000,metro courrier
1147,Tuesday,2019,toronto,metro courrier le,toronto metro courrier le,2000,metro courrier
1063,Wednesday,2013,toronto,metropolitain le,toronto metropolitain le,8357,alto inc.
1064,Wednesday,2014,toronto,metropolitain le,toronto metropolitain le,8357,alto inc.
1065,Wednesday,2015,toronto,metropolitain le,toronto metropolitain le,8357,alto inc.
1066,Wednesday,2016,toronto,metropolitain le,toronto metropolitain le,8357,alto inc.
1067,Wednesday,2017,toronto,metropolitain le,toronto metropolitain le,8357,alto inc.
1068,Wednesday,2018,toronto,metropolitain le,toronto metropolitain le,8357,alto inc.
1069,Wednesday,2019,toronto,metropolitain le,toronto metropolitain le,8357,alto inc.
1085,Monthly,2014,toronto,midtown post,toronto midtown post,17688,post city magazines
1086,Monthly,2015,toronto,midtown post,toronto midtown post,17688,post city magazines
1087,Monthly,2016,toronto,midtown post,toronto midtown post,17688,post city magazines
1088,Monthly,2017,toronto,midtown post,toronto midtown post,17688,post city magazines
1089,Monthly,2018,toronto,midtown post,toronto midtown post,17688,post city magazines
1090,Monthly,2019,toronto,midtown post,toronto midtown post,17688,post city magazines
1356,Monthly,2014,toronto,north york post,toronto north york post,24391,post city magazines
1357,Monthly,2015,toronto,north york post,toronto north york post,24483,post city magazines
1358,Monthly,2016,toronto,north york post,toronto north york post,24483,post city magazines
1359,Monthly,2017,toronto,north york post,toronto north york post,24483,post city magazines
1360,Monthly,2018,toronto,north york post,toronto north york post,24483,post city magazines
