,AdvNewspaper,Issued,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year
944,manitoulin expositor,Wednesday,5519,0.97,212.0,635.0,6.0,225.0,5.0,2013
945,manitoulin expositor,Wednesday,4916,0.98,224.0,635.0,6.0,225.0,5,2014
946,manitoulin expositor,Wednesday,5514,1.0,224.0,635.0,6.0,225.0,5.0,2015
947,manitoulin expositor,Wednesday,5194,1.01,,635.0,6.0,225.0,5.0,2016
948,manitoulin expositor,Wednesday,5194,1.01,,635.0,6.0,225.0,5.0,2017
949,manitoulin expositor,Wednesday,4473,1.01,,635.0,6.0,225.0,5.0,2018
950,manitoulin expositor,Wednesday,4724,1.01,,635.0,6.0,225.0,5.0,2019
951,manitoulin west recorder,Friday,1568,0.97,212.0,635.0,6.0,200.0,5.0,2013
952,manitoulin west recorder,Friday,1421,0.98,224.0,635.0,6.0,200.0,5,2014
953,manitoulin west recorder,Friday,1458,1.0,224.0,635.0,6.0,200.0,5.0,2015
954,manitoulin west recorder,Friday,1460,1.01,,635.0,6.0,200.0,5.0,2016
955,manitoulin west recorder,Friday,1460,1.01,,635.0,6.0,200.0,5.0,2017
956,manitoulin west recorder,Friday,1167,1.01,,635.0,6.0,200.0,5.0,2018
957,manitoulin west recorder,Friday,1167,1.01,,635.0,6.0,200.0,5.0,2019
958,manitouwadge echo,Wednesday,446,0.94,118.0,412.0,5.0,190.0,4.0,2013
959,manitouwadge echo,Wednesday,365,0.92,118.0,412.0,4.0,142.0,,2014
960,manitouwadge echo,Wednesday,346,0.46,118.0,412.0,5.0,227.0,4.0,2015
961,manitouwadge echo,Wednesday,341,0.46,,412.0,5.0,182.0,4.0,2016
962,manotick messenger,Thursday,7789,0.88,206.0,412.0,6.0,220.0,5.0,2013
963,manotick messenger,Thursday,7804,0.91,176.0,353.0,6.0,220.0,5,2014
964,manotick messenger,Thursday,8089,0.91,176.0,353.0,6.0,220.0,5.0,2015
965,manotick messenger,Thursday,9325,0.93,,353.0,6.0,220.0,5.0,2016
966,manotick messenger,Thursday,9503,0.93,,353.0,6.0,220.0,5.0,2017
967,manotick messenger,Friday,6300,1.21,,353.0,6.0,168.0,5.0,2018
968,manotick messenger,Friday,9503,1.21,,353.0,6.0,168.0,5.0,2019
969,manotick news,Thursday,10481,1.06,335.0,1160.0,6.0,218.0,5.0,2013
970,manotick news,Thursday,11232,0.74,1160.0,1160.0,10.0,189.0,10,2014
971,manotick news,Thursday,11392,0.87,1160.0,1160.0,10.0,161.0,10.0,2015
972,manotick news,Thursday,11506,0.87,,1160.0,10.0,161.0,10.0,2016
973,marathon mercury,Tuesday,963,1.04,153.0,576.0,5.0,222.0,4.0,2013
974,marathon mercury,Tuesday,911,1.06,153.0,576.0,5.0,222.0,4,2014
975,marathon mercury,Tuesday,855,1.08,153.0,576.0,5.0,222.0,4.0,2015
976,marathon mercury,Tuesday,783,1.11,,576.0,5.0,222.0,4.0,2016
977,marathon mercury,Tuesday,745,1.11,,447.0,5.0,222.0,4.0,2017
978,marathon mercury,Tuesday,681,1.11,,447.0,5.0,222.0,4.0,2018
979,marathon mercury,Tuesday,589,1.11,,447.0,5.0,222.0,4.0,2019
980,markham economist sun,Thursday/Saturday,67164,4.86,335.0,1160.0,10.0,175.0,10.0,2013
981,markham economist sun,Thursday/Saturday,67164,4.86,335.0,1160.0,10.0,175.0,10.0,2013
982,markham economist sun,Thursday,67973,5.31,1160.0,1160.0,10.0,161.0,10,2014
983,markham economist sun,Thursday,69828,5.31,1160.0,1160.0,10.0,161.0,10.0,2015
984,markham economist sun,Thursday,70101,5.31,,1160.0,10.0,161.0,10.0,2016
985,markham economist sun,Thursday,71119,5.31,,1160.0,10.0,161.0,10.0,2017
986,markham economist sun,Thursday,71119,5.31,,1160.0,10.0,161.0,10.0,2018
987,markham economist sun,Thursday,70998,5.31,,1160.0,10.0,161.0,10.0,2019
988,markham economist sun stouffville sun tribune,Thursday/Saturday,79464,5.68,670.0,2320.0,10.0,175.0,10.0,2013
989,markham economist sun stouffville sun tribune,Thursday/Saturday,79464,5.68,670.0,2320.0,10.0,175.0,10.0,2013
990,markham economist sun stouffville sun tribune,Thursday,81056,6.19,2320.0,2320.0,10.0,161.0,10,2014
991,markham economist sun stouffville sun tribune,Thursday,83365,6.19,2320.0,2320.0,10.0,161.0,10.0,2015
992,markham economist sun stouffville sun tribune,Thursday,83658,6.19,,2320.0,10.0,161.0,10.0,2016
993,markham economist sun stouffville sun tribune,Thursday,85216,6.19,,2320.0,10.0,161.0,10.0,2017
994,markham economist sun stouffville sun tribune,Thursday,85216,6.19,,2320.0,10.0,161.0,10.0,2018
995,markham economist sun stouffville sun tribune,Thursday,85072,6.19,,2320.0,10.0,161.0,10.0,2019
996,meaford express,Wednesday,1267,1.5,1160.0,1160.0,10.0,161.0,10.0,2015
997,meaford express,Wednesday,1196,1.5,,1160.0,10.0,161.0,10.0,2016
998,meaford express,Wednesday,1006,1.5,,1160.0,10.0,161.0,10.0,2017
999,meaford express blue mountains courier herald,Wednesday,1260,1.81,335.0,1160.0,10.0,175.0,10.0,2013
1000,meaford express blue mountains courier herald,Wednesday,1871,1.5,1160.0,1160.0,10.0,161.0,10,2014
1001,meaford independent,Thursday,1300,1.12,,176.0,6.0,168.0,5.0,2019
1002,middlesex banner,Wednesday,1349,0.79,144.0,475.0,5.0,217.0,4.0,2013
1003,middlesex banner,Wednesday,1354,0.81,148.0,493.0,5.0,217.0,4,2014
1004,middlesex banner,Wednesday,1439,1.31,153.0,511.0,4.0,175.0,8.0,2015
1005,middlesex banner,Wednesday,1503,1.35,,529.0,4.0,175.0,8.0,2016
1006,middlesex banner,Wednesday,1444,1.4,,549.0,4.0,175.0,8.0,2017
1007,middlesex banner,Wednesday,1497,1.45,,549.0,4.0,175.0,8.0,2018
1008,middlesex banner,Wednesday,1497,1.51,,549.0,4.0,175.0,8.0,2019
1009,midland free press,Thursday,20098,0.94,235.0,471.0,10.0,287.0,3.0,2013
1010,midland penetanguishene mirror,Thursday,21369,2.88,335.0,1160.0,10.0,175.0,10.0,2013
1011,midland penetanguishene mirror,Thursday,21354,3.15,1160.0,1160.0,10.0,161.0,10,2014
1012,midland penetanguishene mirror,Thursday,21459,3.15,1160.0,1160.0,10.0,161.0,10.0,2015
1013,midland penetanguishene mirror,Thursday,21636,3.15,,1160.0,10.0,161.0,10.0,2016
1014,midland penetanguishene mirror,Thursday,21775,3.15,,1160.0,10.0,161.0,10.0,2017
1015,midland penetanguishene mirror,Thursday,21771,3.15,,1160.0,10.0,161.0,10.0,2018
1016,midland penetanguishene mirror,Thursday,21612,3.15,,1160.0,10.0,161.0,10.0,2019
1017,mildmay town country crier,Wednesday,1362,0.44,59.0,118.0,5.0,215.0,4.0,2013
1018,mildmay town country crier,Wednesday,1348,0.44,59.0,118.0,5.0,215.0,4,2014
1019,mildmay town country crier,Thursday,1351,0.44,59.0,118.0,5.0,215.0,4.0,2015
1020,mildmay town country crier,Thursday,1299,0.49,,118.0,5.0,215.0,4.0,2016
1021,mildmay town country crier,Thursday,1259,0.49,,118.0,5.0,215.0,4.0,2017
1022,mildmay town country crier,Thursday,1372,0.49,,118.0,5.0,215.0,4.0,2018
1023,mildmay town country crier,Thursday,1312,0.49,,118.0,5.0,215.0,4.0,2019
1024,millbrook times,Thursday,1182,0.88,141.0,376.0,5.0,215.0,4.0,2013
1025,millbrook times,Thursday,1183,0.91,146.0,388.0,5.0,215.0,4,2014
1026,millbrook times,Thursday,1558,0.91,146.0,388.0,5.0,215.0,4.0,2015
1027,millbrook times,Thursday,1471,0.91,,388.0,5.0,215.0,4.0,2016
1028,millbrook times,Monthly,4100,0.91,,388.0,5.0,215.0,4.0,2017
1029,millbrook times,Monthly,4100,0.91,,388.0,5.0,215.0,4.0,2018
1030,millbrook times,Monthly,4100,0.91,,388.0,5.0,215.0,4.0,2019
1031,milton canadian champion,Thursday,27552,2.92,335.0,1160.0,10.0,175.0,10.0,2013
1032,milton canadian champion,Tuesday,22328,2.81,335.0,1160.0,10.0,175.0,10.0,2013
1033,milton canadian champion,Thursday,28663,3.19,1160.0,1160.0,10.0,161.0,10,2014
1034,milton canadian champion,Thursday,29750,3.19,1160.0,1160.0,10.0,161.0,10.0,2015
1035,milton canadian champion,Thursday,30367,3.19,,1160.0,10.0,161.0,10.0,2016
1036,milton canadian champion,Thursday,31268,3.19,,1160.0,10.0,161.0,10.0,2017
1037,milton canadian champion,Thursday,32513,3.19,,1160.0,10.0,161.0,10.0,2018
1038,milton canadian champion,Thursday,32654,3.19,,1160.0,10.0,161.0,10.0,2019
1039,minden times,Wednesday,1601,0.61,141.0,353.0,9.0,158.0,3.0,2013
1040,minden times,Wednesday,1683,0.61,141.0,353.0,9.0,158.0,3,2014
1041,minden times,Wednesday,1254,0.52,141.0,353.0,9.0,189.0,3.0,2015
1042,minden times,Thursday,1350,0.52,,176.0,9.0,189.0,3.0,2016
1043,minden times,Thursday,1405,0.52,,176.0,9.0,189.0,3.0,2017
1044,minden times,Thursday,1266,0.52,,176.0,9.0,189.0,3.0,2018
1045,minden times,Thursday,1258,0.52,,176.0,9.0,189.0,3.0,2019
1046,minto express,Wednesday,764,0.89,335.0,1160.0,10.0,175.0,10.0,2013
1047,minto express,Wednesday,747,0.97,1160.0,1160.0,10.0,161.0,10,2014
1048,minto express,Wednesday,667,0.97,1160.0,1160.0,10.0,161.0,10.0,2015
1049,minto express,Wednesday,584,0.97,,1160.0,10.0,161.0,10.0,2016
1050,minto express,Wednesday,584,0.97,,1160.0,10.0,161.0,10.0,2017
1051,mississauga news,Friday,122760,9.53,335.0,1160.0,10.0,175.0,10.0,2013
1052,mississauga news,Wednesday,123098,9.53,335.0,1160.0,10.0,175.0,10.0,2013
1053,mississauga news,Friday,122874,10.4,1160.0,1160.0,10.0,161.0,10,2014
1054,mississauga news,Wednesday,124805,10.4,1160.0,1160.0,10.0,161.0,10,2014
1055,mississauga news,Friday,122354,9.64,1160.0,1160.0,10.0,161.0,10.0,2015
1056,mississauga news,Thursday,125582,9.64,1160.0,1160.0,10.0,161.0,10.0,2015
1057,mississauga news,Friday,122354,9.64,,1160.0,10.0,161.0,10.0,2016
1058,mississauga news,Thursday,125582,9.64,,1160.0,10.0,161.0,10.0,2016
1059,mississauga news,Friday,121982,9.64,,1160.0,10.0,161.0,10.0,2017
1060,mississauga news,Thursday,165000,9.64,,1160.0,10.0,161.0,10.0,2017
1061,mississauga news,Thursday,165000,9.64,,1160.0,10.0,161.0,10.0,2018
1062,mississauga news,Thursday,167250,9.64,,1160.0,10.0,161.0,10.0,2019
1063,mississauga news apt condo malton edition,Thursday,75665,4.41,1160.0,1160.0,10.0,161.0,10.0,2015
1064,mississauga news apt condo malton edition,Thursday,75665,4.41,,1160.0,10.0,161.0,10.0,2016
1065,mississauga news full city edition,Thursday/Friday,201247,10.99,1160.0,1160.0,10.0,161.0,10.0,2015
1066,mississauga news full city edition,Thursday/Friday,201247,10.99,1160.0,1160.0,10.0,161.0,10.0,2015
1067,mississauga news full city edition,Thursday/Friday,201247,10.99,,1160.0,10.0,161.0,10.0,2016
1068,mississauga news full city edition,Thursday/Friday,201247,10.99,,1160.0,10.0,161.0,10.0,2016
1069,mitchell advocate,Wednesday,2191,0.78,88.0,294.0,9.0,160.0,3.0,2013
1070,mitchell advocate,Wednesday,2171,0.78,88.0,176.0,9.0,160.0,3,2014
1071,mitchell advocate,Wednesday,2057,0.79,88.0,176.0,9.0,160.0,3.0,2015
1072,mitchell advocate,Wednesday,1900,0.79,,176.0,9.0,160.0,3.0,2016
1073,mitchell advocate,Wednesday,1870,0.79,,176.0,9.0,160.0,3.0,2017
1074,mitchell advocate,Wednesday,1601,0.79,,176.0,9.0,160.0,3.0,2018
1075,mitchell advocate,Wednesday,1473,0.71,,176.0,10.0,160.0,10.0,2019
1076,morrisburg leader,Wednesday,2075,0.68,148.0,296.0,6.0,300.0,1.0,2013
1077,morrisburg leader,Wednesday,1956,0.68,148.0,296.0,6.0,300.0,1,2014
1078,morrisburg leader,Wednesday,1905,0.68,148.0,148.0,6.0,300.0,1.0,2015
1079,morrisburg leader,Wednesday,1879,0.71,,148.0,6.0,300.0,1.0,2016
1080,morrisburg leader,Wednesday,1900,0.71,,148.0,6.0,300.0,1.0,2017
1081,morrisburg leader,Wednesday,1772,0.76,,148.0,6.0,300.0,1.0,2018
1082,morrisburg leader,Wednesday,1750,0.82,,148.0,6.0,300.0,1.0,2019
1083,mount forest bizbull,Monthly,7042,0.59,112.0,405.0,4.0,140.0,,2013
1084,mount forest bizbull,Monthly,7042,0.59,112.0,405.0,4.0,140.0,,2014
1085,mount forest bizbull,Monthly,7042,1.67,88.0,88.0,2.0,137.0,,2015
1086,mount forest bizbull,Monthly,7042,1.67,,88.0,2.0,137.0,,2016
1087,mount forest bizbull,Monthly,7042,1.67,,88.0,2.0,137.0,,2017
1088,mount forest bizbull,Monthly,7042,1.67,,88.0,2.0,137.0,,2018
1089,mount forest bizbull,Monthly,7042,1.67,,88.0,2.0,137.0,,2019
1090,mount forest confederate,Wednesday,2174,0.86,335.0,1160.0,10.0,175.0,10.0,2013
1091,mount forest confederate,Wednesday,2059,0.93,1160.0,1160.0,10.0,161.0,10,2014
1092,mount forest confederate,Wednesday,1805,0.94,1160.0,1160.0,10.0,161.0,10.0,2015
1093,mount forest confederate,Wednesday,1557,0.94,,1160.0,10.0,161.0,10.0,2016
1094,mount forest confederate,Wednesday,1557,0.94,,1160.0,10.0,161.0,10.0,2017
1095,muskoka district weekender,Friday,25779,3.0,335.0,1160.0,10.0,175.0,10.0,2013
1096,muskoka district weekender,Thursday,26430,2.97,1160.0,1160.0,10.0,161.0,10,2014
1097,muskoka muskokaregion.com,Thursday,27187,2.97,1160.0,1160.0,10.0,161.0,10.0,2015
1098,muskoka muskokaregion.com,Thursday,25850,2.97,,1160.0,10.0,161.0,10.0,2016
1099,muskoka muskokaregion.com,Thursday,25850,2.97,,1160.0,10.0,161.0,10.0,2017
1100,muskoka muskokaregion.com,Thursday,25991,2.97,,1160.0,10.0,161.0,10.0,2018
1101,muskoka muskokaregion.com,Thursday,25494,2.97,,1160.0,10.0,161.0,10.0,2019
1102,muskoka what's up muskoka,Wednesday,24313,1.59,,,9.0,175.0,3.0,2013
1103,muskoka what's up muskoka,Wednesday,25966,1.59,,,9.0,175.0,3,2014
1104,muskoka what's up muskoka,Wednesday,25966,1.59,,,9.0,175.0,3.0,2015
1105,muskoka what's up muskoka,Wednesday,27229,1.59,,,9.0,161.0,3.0,2016
1106,napanee beaver,Thursday,15503,0.8,71.0,106.0,6.0,212.0,5.0,2013
1107,napanee beaver,Thursday,15531,0.8,71.0,106.0,6.0,212.0,5,2014
1108,napanee beaver,Thursday,15785,0.8,71.0,106.0,6.0,212.0,5.0,2015
1109,napanee beaver,Thursday,15752,0.91,,106.0,6.0,188.0,5.0,2016
1110,napanee beaver,Thursday,15752,0.91,,106.0,6.0,188.0,5.0,2017
1111,napanee beaver,Thursday,15746,0.91,,106.0,6.0,160.0,5.0,2018
1112,napanee beaver,Thursday,15786,0.91,,106.0,6.0,160.0,5.0,2019
1113,napanee guide,Thursday,14965,0.77,194.0,429.0,9.0,160.0,3.0,2013
1114,napanee guide,Thursday,14980,0.78,194.0,429.0,9.0,160.0,3,2014
1115,napanee guide,Thursday,14948,0.78,194.0,429.0,9.0,160.0,3.0,2015
1116,napanee guide,Thursday,14833,0.78,,429.0,9.0,160.0,3.0,2016
1117,napanee guide,Thursday,14939,0.78,,429.0,9.0,160.0,3.0,2017
1118,napanee guide,Thursday,15022,0.78,,429.0,10.0,160.0,10.0,2018
1119,napanee guide,Thursday,15022,0.78,,429.0,10.0,160.0,10.0,2019
1120,nepean barrhaven news,Thursday,46836,1.47,335.0,1160.0,6.0,218.0,5.0,2013
1121,nepean barrhaven news,Thursday,48792,1.02,1160.0,1160.0,10.0,189.0,10,2014
1122,nepean barrhaven news,Thursday,50401,1.2,1160.0,1160.0,10.0,161.0,10.0,2015
1123,nepean barrhaven news,Thursday,51478,1.2,,1160.0,10.0,161.0,10.0,2016
1124,nepean barrhaven news,Thursday,52390,1.2,,1160.0,10.0,161.0,10.0,2017
1125,new hamburg independent,Wednesday,2418,0.89,335.0,1160.0,10.0,175.0,10.0,2013
1126,new hamburg independent,Wednesday,2377,0.98,1160.0,1160.0,10.0,161.0,10,2014
1127,new hamburg independent,Wednesday,2286,0.98,1160.0,1160.0,10.0,161.0,10.0,2015
1128,new hamburg independent,Wednesday,2063,0.98,,1160.0,10.0,161.0,10.0,2016
1129,new hamburg independent,Wednesday,1985,0.98,,1160.0,10.0,161.0,10.0,2017
1130,new hamburg independent,Wednesday,1718,0.98,,1160.0,10.0,161.0,10.0,2018
1131,new hamburg independent,Wednesday,1525,0.98,,1160.0,10.0,161.0,10.0,2019
1132,new liskeard temiskaming speaker,Friday,9571,1.59,265.0,559.0,5.0,220.0,4.0,2013
1133,new liskeard temiskaming speaker,Wednesday,3653,1.59,265.0,559.0,5.0,220.0,4.0,2013
1134,new liskeard temiskaming speaker,Friday,10433,1.61,265.0,559.0,5.0,220.0,4,2014
1135,new liskeard temiskaming speaker,Wednesday,3500,1.61,265.0,559.0,5.0,220.0,4,2014
1136,new liskeard temiskaming speaker,Friday,10377,1.64,265.0,559.0,5.0,220.0,4.0,2015
1137,new liskeard temiskaming speaker,Wednesday,3316,1.64,265.0,559.0,5.0,220.0,4.0,2015
1138,new liskeard temiskaming speaker,Friday,10620,1.67,,559.0,5.0,220.0,4.0,2016
1139,new liskeard temiskaming speaker,Wednesday,3078,1.67,,559.0,5.0,220.0,4.0,2016
1140,new liskeard temiskaming speaker,Friday,10507,1.71,,559.0,5.0,220.0,4.0,2017
1141,new liskeard temiskaming speaker,Wednesday,2169,1.71,,559.0,5.0,220.0,4.0,2017
1142,new liskeard temiskaming speaker,Friday,10450,1.74,,559.0,5.0,220.0,4.0,2018
1143,new liskeard temiskaming speaker,Wednesday,2965,1.74,,559.0,5.0,220.0,4.0,2018
1144,new liskeard temiskaming speaker,Friday,10435,1.76,,559.0,5.0,220.0,4.0,2019
1145,new liskeard temiskaming speaker,Wednesday,2914,1.76,,559.0,5.0,220.0,4.0,2019
1146,newmarket era aurora banner,Thursday,50605,3.52,335.0,1160.0,10.0,301.0,10.0,2013
1147,newmarket era aurora banner,Thursday,42590,3.52,1160.0,1160.0,10.0,301.0,10,2014
1148,newmarket era aurora banner east gwillimbury express,Thursday,50887,3.52,1160.0,1160.0,10.0,301.0,10.0,2015
1149,newmarket era aurora banner east gwillimbury express,Thursday,50971,3.52,,1160.0,10.0,301.0,10.0,2016
1150,newmarket era aurora banner east gwillimbury express,Thursday,50971,3.52,,1160.0,10.0,301.0,10.0,2017
1151,newmarket era aurora banner east gwillimbury express,Thursday,50435,3.52,,1160.0,10.0,161.0,10.0,2018
1152,newmarket era aurora banner east gwillimbury express,Thursday,49595,3.52,,1160.0,10.0,161.0,10.0,2019
1153,newmarket era aurora banner georgina advocate,Sunday,68202,4.93,335.0,1160.0,10.0,175.0,10.0,2013
1154,newmarket era aurora banner georgina advocate,Sunday,68211,5.38,1160.0,1160.0,10.0,161.0,10,2014
1155,newmarket era aurora banner georgina advocate,Sunday,69549,5.38,1160.0,1160.0,10.0,161.0,10.0,2015
1156,niagara advance,Wednesday,7427,0.73,88.0,206.0,9.0,160.0,3.0,2013
1157,niagara advance,Thursday,7426,0.73,88.0,206.0,9.0,160.0,3,2014
1158,niagara advance,Thursday,7427,0.73,88.0,206.0,9.0,160.0,3.0,2015
1159,niagara advance,Thursday,7380,0.73,,206.0,9.0,160.0,3.0,2016
1160,niagara advance,Thursday,7489,0.73,,206.0,9.0,160.0,3.0,2017
1161,niagara this week,Thursday,167300,3.79,335.0,1160.0,10.0,147.0,10.0,2013
1162,niagara this week,Wednesday,95136,3.05,335.0,1160.0,10.0,147.0,10.0,2013
1163,niagara this week,Thursday,180050,3.86,1160.0,1160.0,10.0,147.0,10,2014
1164,niagara this week,Wednesday,94375,3.11,1160.0,1160.0,10.0,147.0,10,2014
1165,niagara this week,Thursday,151925,3.86,1160.0,1160.0,10.0,147.0,10.0,2015
1166,niagara this week,Wednesday,90739,3.11,1160.0,1160.0,10.0,147.0,10.0,2015
1167,niagara this week,Thursday,159597,3.86,,1160.0,10.0,147.0,10.0,2016
1168,niagara this week,Thursday,159597,3.86,,1160.0,10.0,147.0,10.0,2017
1169,niagara this week,Thursday,157002,3.86,,1160.0,10.0,147.0,10.0,2018
1170,niagara this week,Thursday,156928,3.86,,1160.0,10.0,147.0,10.0,2019
1171,nipigon red rock gazette,Tuesday,872,1.13,342.0,412.0,5.0,224.0,4.0,2013
1172,nipigon red rock gazette,Tuesday,872,1.15,342.0,412.0,5.0,224.0,4,2014
1173,nipigon red rock gazette,Tuesday,735,1.15,342.0,412.0,5.0,224.0,4.0,2015
1174,nipigon red rock gazette,Tuesday,505,1.15,,412.0,5.0,224.0,4.0,2016
1175,nipigon red rock gazette,Tuesday,505,1.15,,412.0,5.0,224.0,4.0,2017
1176,nipigon red rock gazette,Tuesday,497,1.15,,412.0,5.0,224.0,4.0,2018
1177,nipigon red rock gazette,Tuesday,497,1.15,,412.0,5.0,224.0,4.0,2019
1178,norfolk news,Thursday,25704,1.16,1160.0,1160.0,10.0,161.0,10.0,2015
1179,norfolk news,Thursday,26013,1.16,,1160.0,10.0,161.0,10.0,2016
1180,norfolk news,Thursday,30318,1.16,,1160.0,10.0,161.0,10.0,2017
1181,north bay nipissing news,Thursday,42332,0.85,335.0,1160.0,10.0,175.0,10.0,2013
1182,north bay nipissing news,Thursday,34222,0.93,1160.0,1160.0,10.0,161.0,10,2014
1183,north bay nipissing news,Thursday,34614,0.93,1160.0,1160.0,10.0,161.0,10.0,2015
1184,north york mirror,Friday,95435,7.73,335.0,1160.0,10.0,175.0,10.0,2013
1185,north york mirror,Thursday,94915,7.73,335.0,1160.0,10.0,175.0,10.0,2013
1186,north york mirror,Thursday,94743,8.44,1160.0,1160.0,10.0,161.0,10,2014
1187,north york mirror,Thursday,97046,8.44,1160.0,1160.0,10.0,161.0,10.0,2015
1188,north york mirror,Thursday,98013,8.44,,1160.0,10.0,161.0,10.0,2016
1189,north york mirror,Thursday,96965,8.44,,1160.0,10.0,161.0,10.0,2017
1190,north york mirror,Thursday,93964,8.69,,1160.0,10.0,161.0,10.0,2018
1191,north york mirror,Thursday,90896,8.69,,1160.0,10.0,161.0,10.0,2019
1192,northumberland news,Thursday/Friday,22752,2.55,335.0,1160.0,10.0,175.0,10.0,2013
1193,northumberland news,Thursday/Friday,22752,2.55,335.0,1160.0,10.0,175.0,10.0,2013
1194,northumberland news,Thursday/Friday,22785,2.78,1160.0,1160.0,10.0,161.0,10,2014
1195,northumberland news,Thursday/Friday,22785,2.78,1160.0,1160.0,10.0,161.0,10,2014
1196,northumberland news,Thursday,22731,2.75,1160.0,1160.0,10.0,161.0,10.0,2015
1197,northumberland news,Thursday,22722,2.75,,1160.0,10.0,161.0,10.0,2016
1198,northumberland news,Thursday,22631,2.75,,1160.0,10.0,161.0,10.0,2017
1199,northumberland news,Thursday,22460,2.75,,1160.0,10.0,161.0,10.0,2018
1200,northumberland news,Thursday,22338,2.75,,1160.0,10.0,161.0,10.0,2019
1201,northumberland today.com,Monday/Tuesday/Wednesday/Friday,3806,1.12,118.0,353.0,10.0,301.0,3.0,2013
1202,northumberland today.com,Monday/Tuesday/Wednesday/Friday,3806,1.12,118.0,353.0,10.0,301.0,3.0,2013
1203,northumberland today.com,Monday/Tuesday/Wednesday/Friday,3806,1.12,118.0,353.0,10.0,301.0,3.0,2013
1204,northumberland today.com,Monday/Tuesday/Wednesday/Friday,3806,1.12,118.0,353.0,10.0,301.0,3.0,2013
1205,northumberland today.com,Thursday,21045,1.51,118.0,353.0,10.0,301.0,3.0,2013
1206,northumberland today.com,Monday/Tuesday/Wednesday/Friday,3632,1.14,118.0,353.0,10.0,301.0,3,2014
1207,northumberland today.com,Monday/Tuesday/Wednesday/Friday,3632,1.14,118.0,353.0,10.0,301.0,3,2014
1208,northumberland today.com,Monday/Tuesday/Wednesday/Friday,3632,1.14,118.0,353.0,10.0,301.0,3,2014
1209,northumberland today.com,Monday/Tuesday/Wednesday/Friday,3632,1.14,118.0,353.0,10.0,301.0,3,2014
1210,northumberland today.com,Thursday,20410,1.53,118.0,353.0,10.0,301.0,3,2014
1211,northumberland today.com,Monday/Tuesday/Wednesday/Friday,3168,1.14,118.0,353.0,10.0,301.0,3.0,2015
1212,northumberland today.com,Monday/Tuesday/Wednesday/Friday,3168,1.14,118.0,353.0,10.0,301.0,3.0,2015
1213,northumberland today.com,Monday/Tuesday/Wednesday/Friday,3168,1.14,118.0,353.0,10.0,301.0,3.0,2015
1214,northumberland today.com,Monday/Tuesday/Wednesday/Friday,3168,1.14,118.0,353.0,10.0,301.0,3.0,2015
1215,northumberland today.com,Thursday,21618,1.53,118.0,353.0,10.0,301.0,3.0,2015
1216,northumberland today.com,Monday/Tuesday/Wednesday/Friday,2696,1.14,,353.0,10.0,287.0,10.0,2016
1217,northumberland today.com,Monday/Tuesday/Wednesday/Friday,2696,1.14,,353.0,10.0,287.0,10.0,2016
1218,northumberland today.com,Monday/Tuesday/Wednesday/Friday,2696,1.14,,353.0,10.0,287.0,10.0,2016
1219,northumberland today.com,Monday/Tuesday/Wednesday/Friday,2696,1.14,,353.0,10.0,287.0,10.0,2016
1220,northumberland today.com,Thursday,21523,1.53,,353.0,10.0,287.0,10.0,2016
1221,northumberland today.com,Monday/Tuesday/Wednesday/Friday,2718,1.14,,353.0,10.0,287.0,10.0,2017
1222,northumberland today.com,Monday/Tuesday/Wednesday/Friday,2718,1.14,,353.0,10.0,287.0,10.0,2017
1223,northumberland today.com,Monday/Tuesday/Wednesday/Friday,2718,1.14,,353.0,10.0,287.0,10.0,2017
1224,northumberland today.com,Monday/Tuesday/Wednesday/Friday,2718,1.14,,353.0,10.0,287.0,10.0,2017
1225,northumberland today.com,Thursday,21493,1.53,,353.0,10.0,287.0,10.0,2017
1226,norwich gazette,Wednesday,876,0.71,176.0,529.0,9.0,160.0,3.0,2013
1227,norwich gazette,Wednesday,843,0.71,176.0,529.0,9.0,160.0,3,2014
1228,norwich gazette,Wednesday,822,0.73,182.0,546.0,9.0,160.0,3.0,2015
1229,norwich gazette,Wednesday,660,0.73,,546.0,9.0,160.0,3.0,2016
1230,norwich gazette,Wednesday,660,0.73,,546.0,9.0,160.0,3.0,2017
1231,norwich gazette,Wednesday,660,0.73,,546.0,10.0,160.0,10.0,2018
1232,nunavut news north,Monday,6159,2.03,200.0,550.0,6.0,215.0,5.0,2013
1233,nunavut news north,Monday,6127,2.11,200.0,550.0,6.0,215.0,5,2014
1234,nunavut news north,Monday,5727,2.11,200.0,550.0,6.0,215.0,5.0,2015
1235,nunavut news north,Monday,5939,2.11,,550.0,6.0,215.0,5.0,2016
1236,nunavut news north,Monday,6368,2.11,,456.0,6.0,215.0,5.0,2017
1237,nunavut news north,Monday,4596,2.14,,,6.0,215.0,5.0,2018
1238,nunavut news north,Monday,4596,2.14,,,6.0,215.0,5.0,2019
1239,nwt news north,Monday,7981,2.0,200.0,550.0,6.0,215.0,5.0,2013
1240,nwt news north,Monday,7779,2.06,200.0,550.0,6.0,215.0,5,2014
1241,nwt news north,Monday,7111,2.06,200.0,550.0,6.0,215.0,5.0,2015
1242,nwt news north,Monday,7558,2.06,,550.0,6.0,215.0,5.0,2016
1243,nwt nunavut news north,Monday,14140,2.44,400.0,1100.0,6.0,215.0,5.0,2013
1244,nwt nunavut news north,Monday,13906,2.57,400.0,1100.0,6.0,215.0,5,2014
