,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,CSDs,first_year,equal_to_previous
1374,,Wednesday,T,2017,kirkland%20lake,northern news,postmedia network inc.,,ON,,postmedia network inc.,"['kirkland lake ,ON, Canada']",7981.0,8493.0,-6.0,4466.0,3814.0,30.4,262.13,43.8,6540.0,1860.0,1640.0,3035.0,85.0,625.0,6545.0,6295.0,31396.0,7745.0,7455.0,280.0,"[(48.154177, -80.031281)]",['Kirkland Lake'],2016,True
1378,3600.0,Friday,T,2019,kirkland%20lake,northern news this week,postmedia network inc.,0.0,ON,3600.0,postmedia network inc.,"['kirkland lake ,ON, Canada']",7981.0,8493.0,-6.0,4466.0,3814.0,30.4,262.13,43.8,6540.0,1860.0,1640.0,3035.0,85.0,625.0,6545.0,6295.0,31396.0,7745.0,7455.0,280.0,"[(48.154177, -80.031281)]",['Kirkland Lake'],2019,False
1379,104.0,Wednesday,B,2014,red%20lake,northern sun news,red lake digital media,1010.0,ON,1114.0,red lake digital media,"['red lake ,ON, Canada']",4107.0,4670.0,-12.1,1938.0,1682.0,6.7,610.06,38.9,3315.0,655.0,930.0,1730.0,95.0,545.0,3310.0,3245.0,48613.0,4040.0,3660.0,355.0,"[(51.018938, -93.827362)]",['Red Lake'],2014,False
1380,,Wednesday,B,2015,red%20lake,northern sun news,red lake digital media,964.0,ON,1068.0,red lake digital media,"['red lake ,ON, Canada']",4107.0,4670.0,-12.1,1938.0,1682.0,6.7,610.06,38.9,3315.0,655.0,930.0,1730.0,95.0,545.0,3310.0,3245.0,48613.0,4040.0,3660.0,355.0,"[(51.018938, -93.827362)]",['Red Lake'],2014,False
1381,,Wednesday,B,2016,red%20lake,northern sun news,red lake digital media,,ON,,red lake digital media,"['red lake ,ON, Canada']",4107.0,4670.0,-12.1,1938.0,1682.0,6.7,610.06,38.9,3315.0,655.0,930.0,1730.0,95.0,545.0,3310.0,3245.0,48613.0,4040.0,3660.0,355.0,"[(51.018938, -93.827362)]",['Red Lake'],2014,True
1382,0.0,Wednesday,B,2017,red%20lake,northern sun news,red lake digital media,780.0,ON,780.0,red lake digital media,"['red lake ,ON, Canada']",4107.0,4670.0,-12.1,1938.0,1682.0,6.7,610.06,38.9,3315.0,655.0,930.0,1730.0,95.0,545.0,3310.0,3245.0,48613.0,4040.0,3660.0,355.0,"[(51.018938, -93.827362)]",['Red Lake'],2014,False
1387,8486.0,Thursday,T,2018,kapuskasing,northern times,postmedia network inc.,0.0,ON,8486.0,postmedia network inc.,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",['Kapuskasing'],2018,False
1383,0.0,Wednesday,B,2014,kapuskasing,northern times,sun media corporation,1784.0,ON,1784.0,sun media corporation,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",['Kapuskasing'],2014,False
1384,,Wednesday,B,2015,kapuskasing,northern times,sun media corporation,1041.0,ON,1041.0,sun media corporation,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",['Kapuskasing'],2014,False
1385,,Wednesday,B,2016,kapuskasing,northern times,sun media corporation,858.0,ON,858.0,postmedia network inc.,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",['Kapuskasing'],2014,False
1386,,Wednesday,B,2017,kapuskasing,northern times,postmedia network inc.,,ON,,postmedia network inc.,"['kapuskasing ,ON, Canada']",8292.0,8196.0,1.2,4087.0,3801.0,98.3,84.37,44.2,6825.0,1785.0,1850.0,3190.0,80.0,655.0,6825.0,6660.0,33302.0,8115.0,7950.0,165.0,"[(49.416667, -82.433333)]",['Kapuskasing'],2014,True
1389,22799.0,Friday,T,2013,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0.0,ON,22799.0,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",14182.66667,13602.0,4.3,6347.666667,6094.0,320.2666667,167.7966667,46.63333333,11940.0,2108.333333,3798.333333,6036.666667,208.3333333,1938.333333,11940.0,11553.33333,33812.0,13785.0,12136.66667,1616.666667,"[(43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Cobourg', 'Port Hope', 'Cramahe']",2013,False
1391,16452.0,Friday,T,2014,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,,ON,16452.0,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",14182.66667,13602.0,4.3,6347.666667,6094.0,320.2666667,167.7966667,46.63333333,11940.0,2108.333333,3798.333333,6036.666667,208.3333333,1938.333333,11940.0,11553.33333,33812.0,13785.0,12136.66667,1616.666667,"[(43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Cobourg', 'Port Hope', 'Cramahe']",2013,False
1393,16476.0,Friday,T,2015,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,,ON,16476.0,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",14182.66667,13602.0,4.3,6347.666667,6094.0,320.2666667,167.7966667,46.63333333,11940.0,2108.333333,3798.333333,6036.666667,208.3333333,1938.333333,11940.0,11553.33333,33812.0,13785.0,12136.66667,1616.666667,"[(43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Cobourg', 'Port Hope', 'Cramahe']",2013,False
1394,,Friday,T,2016,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,,ON,,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",14182.66667,13602.0,4.3,6347.666667,6094.0,320.2666667,167.7966667,46.63333333,11940.0,2108.333333,3798.333333,6036.666667,208.3333333,1938.333333,11940.0,11553.33333,33812.0,13785.0,12136.66667,1616.666667,"[(43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Cobourg', 'Port Hope', 'Cramahe']",2013,True
1397,,Friday,T,2017,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,,ON,,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",14182.66667,13602.0,4.3,6347.666667,6094.0,320.2666667,167.7966667,46.63333333,11940.0,2108.333333,3798.333333,6036.666667,208.3333333,1938.333333,11940.0,11553.33333,33812.0,13785.0,12136.66667,1616.666667,"[(43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Cobourg', 'Port Hope', 'Cramahe']",2013,True
1399,,Friday,T,2018,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,,ON,,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",14182.66667,13602.0,4.3,6347.666667,6094.0,320.2666667,167.7966667,46.63333333,11940.0,2108.333333,3798.333333,6036.666667,208.3333333,1938.333333,11940.0,11553.33333,33812.0,13785.0,12136.66667,1616.666667,"[(43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Cobourg', 'Port Hope', 'Cramahe']",2013,True
1388,22800.0,Thursday,T,2013,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,0.0,ON,22800.0,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",14182.66667,13602.0,4.3,6347.666667,6094.0,320.2666667,167.7966667,46.63333333,11940.0,2108.333333,3798.333333,6036.666667,208.3333333,1938.333333,11940.0,11553.33333,33812.0,13785.0,12136.66667,1616.666667,"[(43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Cobourg', 'Port Hope', 'Cramahe']",2013,False
1390,22752.0,Thursday,T,2014,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,,ON,22752.0,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",14182.66667,13602.0,4.3,6347.666667,6094.0,320.2666667,167.7966667,46.63333333,11940.0,2108.333333,3798.333333,6036.666667,208.3333333,1938.333333,11940.0,11553.33333,33812.0,13785.0,12136.66667,1616.666667,"[(43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Cobourg', 'Port Hope', 'Cramahe']",2013,False
1392,22717.0,Thursday,T,2015,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,,ON,22717.0,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",14182.66667,13602.0,4.3,6347.666667,6094.0,320.2666667,167.7966667,46.63333333,11940.0,2108.333333,3798.333333,6036.666667,208.3333333,1938.333333,11940.0,11553.33333,33812.0,13785.0,12136.66667,1616.666667,"[(43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Cobourg', 'Port Hope', 'Cramahe']",2013,False
1395,22631.0,Thursday,T,2016,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,,ON,22631.0,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",14182.66667,13602.0,4.3,6347.666667,6094.0,320.2666667,167.7966667,46.63333333,11940.0,2108.333333,3798.333333,6036.666667,208.3333333,1938.333333,11940.0,11553.33333,33812.0,13785.0,12136.66667,1616.666667,"[(43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Cobourg', 'Port Hope', 'Cramahe']",2013,False
1396,,Thursday,T,2017,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,,ON,,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",14182.66667,13602.0,4.3,6347.666667,6094.0,320.2666667,167.7966667,46.63333333,11940.0,2108.333333,3798.333333,6036.666667,208.3333333,1938.333333,11940.0,11553.33333,33812.0,13785.0,12136.66667,1616.666667,"[(43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Cobourg', 'Port Hope', 'Cramahe']",2013,True
1398,,Thursday,T,2018,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,,ON,,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",14182.66667,13602.0,4.3,6347.666667,6094.0,320.2666667,167.7966667,46.63333333,11940.0,2108.333333,3798.333333,6036.666667,208.3333333,1938.333333,11940.0,11553.33333,33812.0,13785.0,12136.66667,1616.666667,"[(43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Cobourg', 'Port Hope', 'Cramahe']",2013,True
1400,22378.0,Thursday,T,2019,cobourg&port%20hope&colborne,northumberland news,metroland media group ltd.,,ON,22378.0,metroland media group ltd.,"['cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",14182.66667,13602.0,4.3,6347.666667,6094.0,320.2666667,167.7966667,46.63333333,11940.0,2108.333333,3798.333333,6036.666667,208.3333333,1938.333333,11940.0,11553.33333,33812.0,13785.0,12136.66667,1616.666667,"[(43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Cobourg', 'Port Hope', 'Cramahe']",2013,False
1401,16778.0,Thursday,B,2013,northumberland&cobourg&port%20hope&colborne,northumberlandtoday.com,sun media corporation,0.0,ON,16778.0,sun media corporation,"['northumberland ,ON, Canada', 'cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",12354.25,11855.75,4.175,5526.75,5225.25,244.5,225.46,46.1,10407.5,1825.0,3296.25,5288.75,176.25,1661.25,10407.5,10062.5,34405.0,12043.75,10656.25,1363.75,"[(44.1096596, -77.9872929), (43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Alnwick/Haldimand', 'Cobourg', 'Port Hope', 'Cramahe']",2013,False
1403,18450.0,Thursday,B,2014,northumberland&cobourg&port%20hope&colborne,northumberlandtoday.com,sun media corporation,,ON,18450.0,sun media corporation,"['northumberland ,ON, Canada', 'cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",12354.25,11855.75,4.175,5526.75,5225.25,244.5,225.46,46.1,10407.5,1825.0,3296.25,5288.75,176.25,1661.25,10407.5,10062.5,34405.0,12043.75,10656.25,1363.75,"[(44.1096596, -77.9872929), (43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Alnwick/Haldimand', 'Cobourg', 'Port Hope', 'Cramahe']",2013,False
1402,0.0,Weekday,B,2013,northumberland&cobourg&port%20hope&colborne,northumberlandtoday.com,sun media corporation,3632.0,ON,3632.0,sun media corporation,"['northumberland ,ON, Canada', 'cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",12354.25,11855.75,4.175,5526.75,5225.25,244.5,225.46,46.1,10407.5,1825.0,3296.25,5288.75,176.25,1661.25,10407.5,10062.5,34405.0,12043.75,10656.25,1363.75,"[(44.1096596, -77.9872929), (43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Alnwick/Haldimand', 'Cobourg', 'Port Hope', 'Cramahe']",2013,False
1404,,Weekday,B,2014,northumberland&cobourg&port%20hope&colborne,northumberlandtoday.com,sun media corporation,3168.0,ON,3168.0,sun media corporation,"['northumberland ,ON, Canada', 'cobourg ,ON, Canada', 'port hope ,ON, Canada', 'colborne ,ON, Canada']",12354.25,11855.75,4.175,5526.75,5225.25,244.5,225.46,46.1,10407.5,1825.0,3296.25,5288.75,176.25,1661.25,10407.5,10062.5,34405.0,12043.75,10656.25,1363.75,"[(44.1096596, -77.9872929), (43.9595998, -78.1677784), (43.9515755, -78.2939704), (44.0050196, -77.8879789)]","['Alnwick/Haldimand', 'Cobourg', 'Port Hope', 'Cramahe']",2013,False
1405,0.0,Wednesday,T,2013,norwich,norwich gazette,sun media corporation,899.0,ON,899.0,sun media corporation,"['norwich ,ON, Canada']",11001.0,10721.0,2.6,3826.0,3712.0,25.5,431.27,37.0,8325.0,2195.0,2525.0,3605.0,130.0,715.0,8325.0,8070.0,34009.0,10945.0,9725.0,1215.0,"[(42.987699, -80.59756)]",['Norwich'],2013,False
1406,0.0,Wednesday,T,2013,timmins,nouvelles les,sun media corporation,7240.0,ON,7240.0,sun media corporation,"['timmins ,ON, Canada']",41788.0,43165.0,-3.2,19317.0,17740.0,14.0,2978.83,40.5,34100.0,8595.0,9005.0,16505.0,450.0,3870.0,34100.0,33015.0,36426.0,41225.0,39750.0,1390.0,"[(48.477473, -81.330414)]",['Timmins'],2013,False
1407,,Wednesday,T,2014,timmins,nouvelles les,sun media corporation,,ON,,sun media corporation,"['timmins ,ON, Canada']",41788.0,43165.0,-3.2,19317.0,17740.0,14.0,2978.83,40.5,34100.0,8595.0,9005.0,16505.0,450.0,3870.0,34100.0,33015.0,36426.0,41225.0,39750.0,1390.0,"[(48.477473, -81.330414)]",['Timmins'],2013,True
1408,,Wednesday,T,2015,timmins,nouvelles les,sun media corporation,,ON,,sun media corporation,"['timmins ,ON, Canada']",41788.0,43165.0,-3.2,19317.0,17740.0,14.0,2978.83,40.5,34100.0,8595.0,9005.0,16505.0,450.0,3870.0,34100.0,33015.0,36426.0,41225.0,39750.0,1390.0,"[(48.477473, -81.330414)]",['Timmins'],2013,True
1409,,Wednesday,T,2016,timmins,nouvelles les,sun media corporation,,ON,,postmedia network inc.,"['timmins ,ON, Canada']",41788.0,43165.0,-3.2,19317.0,17740.0,14.0,2978.83,40.5,34100.0,8595.0,9005.0,16505.0,450.0,3870.0,34100.0,33015.0,36426.0,41225.0,39750.0,1390.0,"[(48.477473, -81.330414)]",['Timmins'],2013,True
1410,,Wednesday,T,2017,timmins,nouvelles les,postmedia network inc.,,ON,,postmedia network inc.,"['timmins ,ON, Canada']",41788.0,43165.0,-3.2,19317.0,17740.0,14.0,2978.83,40.5,34100.0,8595.0,9005.0,16505.0,450.0,3870.0,34100.0,33015.0,36426.0,41225.0,39750.0,1390.0,"[(48.477473, -81.330414)]",['Timmins'],2013,True
1411,6800.0,Friday,T,2013,niagara%20on%20the%20lake,ntw town crier,metroland media group ltd.,0.0,ON,6800.0,metroland media group ltd.,"['niagara on the lake ,ON, Canada']",17511.0,15400.0,13.7,7964.0,7089.0,131.8,132.81,49.6,14810.0,1865.0,3705.0,9240.0,475.0,4400.0,14810.0,14505.0,37208.0,16880.0,12405.0,4325.0,"[(43.2556116, -79.0723264)]",['Niagara-on-the-Lake'],2013,False
1414,50680.0,Friday,T,2013,oakville,oakville beaver,metroland media group ltd.,0.0,ON,50680.0,metroland media group ltd.,"['oakville ,ON, Canada']",193832.0,182520.0,6.2,68617.0,66269.0,1395.6,138.89,39.7,155020.0,18070.0,35120.0,101830.0,4260.0,64810.0,155025.0,146945.0,42152.0,191720.0,119945.0,68850.0,"[(43.447436, -79.666672)]",['Oakville'],2013,False
1413,50685.0,Thursday,T,2013,oakville,oakville beaver,metroland media group ltd.,0.0,ON,50685.0,metroland media group ltd.,"['oakville ,ON, Canada']",193832.0,182520.0,6.2,68617.0,66269.0,1395.6,138.89,39.7,155020.0,18070.0,35120.0,101830.0,4260.0,64810.0,155025.0,146945.0,42152.0,191720.0,119945.0,68850.0,"[(43.447436, -79.666672)]",['Oakville'],2013,False
1412,50687.0,Wednesday,B,2013,oakville,oakville beaver,metroland media group ltd.,0.0,ON,50687.0,metroland media group ltd.,"['oakville ,ON, Canada']",193832.0,182520.0,6.2,68617.0,66269.0,1395.6,138.89,39.7,155020.0,18070.0,35120.0,101830.0,4260.0,64810.0,155025.0,146945.0,42152.0,191720.0,119945.0,68850.0,"[(43.447436, -79.666672)]",['Oakville'],2013,False
1415,28000.0,Thursday,T,2013,oakville,oakville today,metroland media group ltd.,0.0,ON,28000.0,metroland media group ltd.,"['oakville ,ON, Canada']",193832.0,182520.0,6.2,68617.0,66269.0,1395.6,138.89,39.7,155020.0,18070.0,35120.0,101830.0,4260.0,64810.0,155025.0,146945.0,42152.0,191720.0,119945.0,68850.0,"[(43.447436, -79.666672)]",['Oakville'],2013,False
1416,2000.0,Tuesday,T,2013,london,observateur l,l'observateur (london),0.0,ON,2000.0,l'observateur (london),"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",['London'],2013,False
1417,,Tuesday,T,2014,london,observateur l,l'observateur (london),,ON,,l'observateur (london),"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",['London'],2013,True
1418,,Tuesday,T,2015,london,observateur l,l'observateur (london),,ON,,l'observateur (london),"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",['London'],2013,True
1419,,Tuesday,T,2016,london,observateur l,l'observateur (london),,ON,,l'observateur (london),"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",['London'],2013,True
1420,,Tuesday,T,2017,london,observateur l,l'observateur (london),,ON,,l'observateur (london),"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",['London'],2013,True
1421,,Tuesday,T,2018,london,observateur l,l'observateur (london),,ON,,l'observateur (london),"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",['London'],2013,True
1422,,Tuesday,T,2019,london,observateur l,l'observateur (london),,ON,,l'observateur (london),"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",['London'],2013,True
1423,15204.0,Saturday,T,2014,elmira&woolwich,observer,cathedral communications inc.,0.0,ON,15204.0,cathedral communications inc.,"['elmira ,ON, Canada', 'woolwich ,ON, Canada']",25006.0,23145.0,8.0,8741.0,8611.0,76.7,326.15,39.3,19160.0,4880.0,4690.0,9595.0,375.0,3990.0,19165.0,18565.0,41666.0,24440.0,21725.0,2625.0,"[(43.5919677, -80.5121147), (43.566549699999996, -80.49951537867625)]","['Woolwich', 'Woolwich']",2014,False
1424,14911.0,Saturday,T,2015,elmira&woolwich,observer,cathedral communications inc.,,ON,14911.0,cathedral communications inc.,"['elmira ,ON, Canada', 'woolwich ,ON, Canada']",25006.0,23145.0,8.0,8741.0,8611.0,76.7,326.15,39.3,19160.0,4880.0,4690.0,9595.0,375.0,3990.0,19165.0,18565.0,41666.0,24440.0,21725.0,2625.0,"[(43.5919677, -80.5121147), (43.566549699999996, -80.49951537867625)]","['Woolwich', 'Woolwich']",2014,False
1425,14915.0,Saturday,T,2016,elmira&woolwich,observer,cathedral communications inc.,,ON,14915.0,cathedral communications inc.,"['elmira ,ON, Canada', 'woolwich ,ON, Canada']",25006.0,23145.0,8.0,8741.0,8611.0,76.7,326.15,39.3,19160.0,4880.0,4690.0,9595.0,375.0,3990.0,19165.0,18565.0,41666.0,24440.0,21725.0,2625.0,"[(43.5919677, -80.5121147), (43.566549699999996, -80.49951537867625)]","['Woolwich', 'Woolwich']",2014,False
1426,14866.0,Saturday,T,2017,elmira&woolwich,observer,cathedral communications inc.,,ON,14866.0,cathedral communications inc.,"['elmira ,ON, Canada', 'woolwich ,ON, Canada']",25006.0,23145.0,8.0,8741.0,8611.0,76.7,326.15,39.3,19160.0,4880.0,4690.0,9595.0,375.0,3990.0,19165.0,18565.0,41666.0,24440.0,21725.0,2625.0,"[(43.5919677, -80.5121147), (43.566549699999996, -80.49951537867625)]","['Woolwich', 'Woolwich']",2014,False
1427,14800.0,Saturday,T,2018,elmira&woolwich,observer,cathedral communications inc.,,ON,14800.0,cathedral communications inc.,"['elmira ,ON, Canada', 'woolwich ,ON, Canada']",25006.0,23145.0,8.0,8741.0,8611.0,76.7,326.15,39.3,19160.0,4880.0,4690.0,9595.0,375.0,3990.0,19165.0,18565.0,41666.0,24440.0,21725.0,2625.0,"[(43.5919677, -80.5121147), (43.566549699999996, -80.49951537867625)]","['Woolwich', 'Woolwich']",2014,False
1428,,Saturday,T,2019,elmira&woolwich,observer,cathedral communications inc.,,ON,,cathedral communications inc.,"['elmira ,ON, Canada', 'woolwich ,ON, Canada']",25006.0,23145.0,8.0,8741.0,8611.0,76.7,326.15,39.3,19160.0,4880.0,4690.0,9595.0,375.0,3990.0,19165.0,18565.0,41666.0,24440.0,21725.0,2625.0,"[(43.5919677, -80.5121147), (43.566549699999996, -80.49951537867625)]","['Woolwich', 'Woolwich']",2014,True
1430,23094.0,Thursday,T,2013,orangeville,orangeville banner,metroland media group ltd.,186.0,ON,23280.0,metroland media group ltd.,"['orangeville ,ON, Canada']",28900.0,27975.0,3.3,10696.0,10565.0,1851.9,15.61,38.7,22880.0,4190.0,7730.0,10960.0,325.0,3485.0,22875.0,22070.0,37940.0,28350.0,24775.0,3505.0,"[(43.9193171, -80.0973754)]",['Orangeville'],2013,False
1431,23348.0,Thursday,T,2018,orangeville,orangeville banner,metroland media group ltd.,33.0,ON,23381.0,metroland media group ltd.,"['orangeville ,ON, Canada']",28900.0,27975.0,3.3,10696.0,10565.0,1851.9,15.61,38.7,22880.0,4190.0,7730.0,10960.0,325.0,3485.0,22875.0,22070.0,37940.0,28350.0,24775.0,3505.0,"[(43.9193171, -80.0973754)]",['Orangeville'],2013,False
